run,type,module,name,attrname,attrvalue,value
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].queue,dropPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,dropPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,dropPk:count,source,dropPkByQueue,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,dropPk:count,title,"dropped packets, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].queue,dropPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,dropPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,dropPk:sum(packetBytes),source,dropPkByQueue,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,dropPk:sum(packetBytes),title,"dropped packets, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].queue,queueLength:max,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,queueLength:max,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,queueLength:max,title,"queue length, max",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].queue,queueLength:timeavg,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,queueLength:timeavg,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,queueLength:timeavg,title,"queue length, timeavg",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].queue,rcvdPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,rcvdPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,rcvdPk:count,title,"received packets, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].queue,rcvdPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,rcvdPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].queue,rcvdPk:sum(packetBytes),title,"received packets, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,txState:timeavg,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,txState:timeavg,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,txState:timeavg,title,"tx state, timeavg",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkIfaceDown:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkIfaceDown:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkIfaceDown:count,source,dropPkIfaceDown,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkIfaceDown:count,title,"packets dropped/interface down, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkIfaceDown:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkIfaceDown:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkIfaceDown:sum(packetBytes),source,dropPkIfaceDown,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkIfaceDown:sum(packetBytes),title,"packets dropped/interface down, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkBitError:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkBitError:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkBitError:count,source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkBitError:count,title,"packets dropped/bit error, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkBitError:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkBitError:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkBitError:sum(packetBytes),source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,droppedPkBitError:sum(packetBytes),title,"packets dropped/bit error, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,rxPkOk:count,,,30
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rxPkOk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rxPkOk:count,source,rxPkOk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rxPkOk:count,title,"packets received OK, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,rxPkOk:sum(packetBytes),,,7050
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rxPkOk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rxPkOk:sum(packetBytes),source,rxPkOk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rxPkOk:sum(packetBytes),title,"packets received OK, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,txPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,txPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,txPk:count,source,packetSentToLower,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,txPk:count,title,"packets transmitted, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,txPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,txPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,txPk:sum(packetBytes),source,packetSentToLower,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,txPk:sum(packetBytes),title,"packets transmitted, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,rcvdPkFromHL:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rcvdPkFromHL:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rcvdPkFromHL:count,source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rcvdPkFromHL:count,title,"packets received from higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,passedUpPk:count,,,30
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,passedUpPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,passedUpPk:count,source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,passedUpPk:count,title,"packets passed to higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[0].ppp,passedUpPk:sum(packetBytes),,,6840
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,passedUpPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,passedUpPk:sum(packetBytes),source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[0].ppp,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].queue,dropPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,dropPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,dropPk:count,source,dropPkByQueue,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,dropPk:count,title,"dropped packets, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].queue,dropPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,dropPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,dropPk:sum(packetBytes),source,dropPkByQueue,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,dropPk:sum(packetBytes),title,"dropped packets, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].queue,queueLength:max,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,queueLength:max,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,queueLength:max,title,"queue length, max",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].queue,queueLength:timeavg,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,queueLength:timeavg,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,queueLength:timeavg,title,"queue length, timeavg",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].queue,rcvdPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,rcvdPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,rcvdPk:count,title,"received packets, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].queue,rcvdPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,rcvdPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].queue,rcvdPk:sum(packetBytes),title,"received packets, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,txState:timeavg,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,txState:timeavg,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,txState:timeavg,title,"tx state, timeavg",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkIfaceDown:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkIfaceDown:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkIfaceDown:count,source,dropPkIfaceDown,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkIfaceDown:count,title,"packets dropped/interface down, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkIfaceDown:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkIfaceDown:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkIfaceDown:sum(packetBytes),source,dropPkIfaceDown,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkIfaceDown:sum(packetBytes),title,"packets dropped/interface down, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkBitError:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkBitError:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkBitError:count,source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkBitError:count,title,"packets dropped/bit error, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkBitError:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkBitError:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkBitError:sum(packetBytes),source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,droppedPkBitError:sum(packetBytes),title,"packets dropped/bit error, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,rxPkOk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rxPkOk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rxPkOk:count,source,rxPkOk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rxPkOk:count,title,"packets received OK, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,rxPkOk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rxPkOk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rxPkOk:sum(packetBytes),source,rxPkOk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rxPkOk:sum(packetBytes),title,"packets received OK, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,txPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,txPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,txPk:count,source,packetSentToLower,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,txPk:count,title,"packets transmitted, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,txPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,txPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,txPk:sum(packetBytes),source,packetSentToLower,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,txPk:sum(packetBytes),title,"packets transmitted, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,rcvdPkFromHL:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rcvdPkFromHL:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rcvdPkFromHL:count,source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rcvdPkFromHL:count,title,"packets received from higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,rcvdPkFromHL:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rcvdPkFromHL:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rcvdPkFromHL:sum(packetBytes),source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,rcvdPkFromHL:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,passedUpPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,passedUpPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,passedUpPk:count,source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,passedUpPk:count,title,"packets passed to higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ISPServidorRouter.ppp[1].ppp,passedUpPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,passedUpPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,passedUpPk:sum(packetBytes),source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ISPServidorRouter.ppp[1].ppp,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.serverAMI.networkLayer.arp,failedARPResolution:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.networkLayer.arp,failedARPResolution:count,title,"ARP failed resolutions, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.serverAMI.networkLayer.arp,completedARPResolution:count,,,5
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.networkLayer.arp,completedARPResolution:count,title,"ARP completed resolutions, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.serverAMI.networkLayer.arp,initiatedARPResolution:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.networkLayer.arp,initiatedARPResolution:count,title,"ARP initiated resolutions, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.serverAMI.networkLayer.arp,sentReply:count,,,5
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.networkLayer.arp,sentReply:count,title,"ARP replies sent, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.serverAMI.networkLayer.arp,sentReq:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.networkLayer.arp,sentReq:count,title,"ARP request sent, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.serverAMI.lo0.lo,droppedPkBitError:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,droppedPkBitError:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,droppedPkBitError:count,source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,droppedPkBitError:count,title,"packets dropped/bit error, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.serverAMI.lo0.lo,droppedPkBitError:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,droppedPkBitError:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,droppedPkBitError:sum(packetBytes),source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,droppedPkBitError:sum(packetBytes),title,"packets dropped/bit error, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.serverAMI.lo0.lo,rcvdPkFromHL:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,rcvdPkFromHL:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,rcvdPkFromHL:count,source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,rcvdPkFromHL:count,title,"packets received from higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.serverAMI.lo0.lo,rcvdPkFromHL:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,rcvdPkFromHL:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,rcvdPkFromHL:sum(packetBytes),source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,rcvdPkFromHL:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.serverAMI.lo0.lo,passedUpPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,passedUpPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,passedUpPk:count,source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,passedUpPk:count,title,"packets passed to higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.serverAMI.lo0.lo,passedUpPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.serverAMI.lo0.lo,passedUpPk:sum(packetBytes),interpolationmode,none,
